rec-id,gender,given-name,surname,postcode,city,telephone-number,credit-card-number,income-normal,age-uniform,income,age,attr-depend-on-normalage,sex,blood-pressure,native_country,marital,age-Australia-pyramidal
rec-9118-dup-0,,olifia,nguyeb,2913,sydnei,02 1329 4986,4556 5509 6022 5567,71750.22,98,3626.3,84,26,na,77.027,japan,Married,38
rec-9118-dup-1,female,glivia,nkuyen,2914,sydny,,4556 5509 6022 5567,71750.22,98,3626.3,48,26,na,77.027,japan,Married,38
rec-9118-org,female,olivia,nguyen,2913,sydney,02 1329 4986,4556 5509 6022 5567,71750.22,98,3626.3,48,26,na,77.027,japan,Married,38
rec-9119-dup-0,,imogen,coleman-bofk,2993,sytney,,5355 7504 6797 6338,28995.66,43,90315.0,85,41,na,71.558,Australia,Single,57
rec-9119-org,male,imogen,coleman-bock,2903,sydney,02 5140 1993,5355 7504 6797 6338,28995.66,43,90315.0,85,41,na,71.558,Australia,Single,57
rec-9120-dup-0,,zessica,ursey,2614,melbourne,,4394 8635 815 0166,45604.89,66,26813.8,85,36,f,80.423,united state of america,Married,61
rec-9120-dup-1,,jess:ca,huesey,2614,melbourne,,4394 8635 8815 01366,45604.89,66,26813.8,85,36,f,80.423,united state of america,Married,61
rec-9120-dup-2,,jessida,hurzey,2614,melvourne,,4394 8635 8815 0166,45604.89,66,26813.8,85,36,f,80.423,united state of america,Married,61
rec-9120-org,male,jessica,hursey,2614,melbourne,04 0803 8858,4394 8635 8815 0166,45604.89,66,26813.8,85,36,f,80.423,united state of america,Married,61
rec-9121-dup-0,female,teas,mccompe,261u,sydney,,4486 7002 0437 7113,43713.84,47,80881.8,5,35,m,68.299,japan,Married,36
rec-9121-org,female,tess,mccombe,2617,sydney,02 8725 8285,4486 7002 0437 7113,43713.84,47,80881.8,58,35,m,68.299,japan,Married,36
rec-9122-org,female,olivia,morrison,2600,canberra,08 3486 7589,5528 9480 8855 0480,43683.54,71,35327.1,61,43,f,82.133,united state of america,Married,42
rec-9123-dup-0,female,portia,bradshaw,26o6,sydnei,,4486 8169 1910 221,67920.82,55,156601.8,015,32,f,74.326,India,Single,34
rec-9123-dup-1,,poahtia,bradshaw,260y,sydneyn,04 0726 8793,4486 8169 1910 7221,67920.82,55,156601.8,805,32,f,74.326,India,Single,34
rec-9123-org,female,portia,bradshaw,2606,sydney,04 0726 8793,4486 8169 1910 7221,67920.82,55,156601.8,105,32,f,74.326,India,Single,34
rec-9124-org,female,hannah,kaun,2607,sydney,07 6706 4397,5484 0066 7010 1329,60886.73,7,243198.9,37,32,f,77.259,united state of america,Married,42
rec-9125-org,female,seanna,compton,2618,sydney,07 4262 9884,5238 6267 4174 7229,50651.55,95,27495.7,10,51,m,72.502,united state of america,Married,2
rec-9126-dup-0,,z0e,daratt,261u,sydney,07 3634 6216,4556 405 2687 0296,33874.13,99,167206.0,69,51,f,78.108,japan,Married,33
rec-9126-org,male,zoe,taratt,2617,sydney,07 3634 6216,4556 4035 2687 0296,33874.13,99,167206.0,69,51,f,78.108,japan,Married,33
rec-9127-dup-0,,mickayla,chorlei,2614,melb0urne,04 2141 5381,6011 6299 1045 0253,47267.52,17,68725.1,9,57,f,77.763,japan,Married,45
rec-9127-dup-1,,mickayla,chorley,2614,melbouahne,,6011 6299 1045 0253,47267.52,17,68725.1,9,57,f,77.763,japan,Married,45
rec-9127-dup-2,male,mickayla,korley,2514,melhourne,04 2141 5381,6011 6299 10465 0253,47267.52,17,68725.1,99,57,f,77.763,japan,Married,45
rec-9127-org,male,mikayla,chorley,2614,melbourne,04 2141 5381,6011 6299 1045 0253,47267.52,17,68725.1,99,57,f,77.763,japan,Married,45
rec-9128-dup-0,male,meakan,okeli,260w,melbourne,,4486 3093 3889 05502,96057.34,17,81929.7,64,36,m,72.263,Australia,Single,29
rec-9128-dup-1,male,meagaj,okeky,2603,meslbourne,02 5609 3066,4486 30193 3889 0502,96057.34,17,81929.7,94,36,m,72.263,Australia,Single,29
rec-9128-org,male,meagan,okely,2603,melbourne,02 5609 3066,4486 3093 3889 0502,96057.34,17,81929.7,64,36,m,72.263,Australia,Single,29
rec-9129-dup-0,male,amelya,weller,2616,jydney,,5237 50201 3992 8692,23346.63,113,40505.4,91,37,na,78.652,India,Married,16
rec-9129-dup-1,male,amelja,weler,261t,sydney,,5237 5201 392 8692,23346.63,113,40505.4,91,37,na,78.652,India,Married,16
rec-9129-dup-2,male,amelya,weljer,2615,sydny,,5237 5201 3992 85692,23346.63,113,40505.4,91,37,na,78.652,India,Married,16
rec-9129-org,male,amelia,weller,2615,sydney,03 4918 2222,5237 5201 3992 8692,23346.63,113,40505.4,91,37,na,78.652,India,Married,16
rec-9130-org,male,simone,vorrasi,2614,perth,02 4100 2760,4024 0071 3000 8427,45866.67,37,41297.4,90,28,f,67.221,united state of america,Married,31
rec-9131-org,male,isabella,edis,2615,perth,04 6257 7873,4916 2384 3689 3425,28053.69,20,42141.5,10,46,na,71.915,Australia,Single,41
rec-9132-dup-0,,emiili,snell,2603,brisgane,,4929 774 8957 6884,49860.02,3,39783.5,56,56,m,85.083,Australia,Married,59
rec-9132-org,female,emiily,snell,2603,brisbane,04 7183 8031,4929 7744 8957 6884,49860.02,3,39783.5,56,56,m,85.083,Australia,Married,59
rec-9133-org,female,kayla,wardle,2906,sydney,02 3996 7650,4202 4855 1298 2704,43704.96,110,25197.3,49,32,f,73.155,India,Single,36
rec-9134-org,female,eboni,butt,2603,sydney,08 0528 6004,5206 3172 2094 4986,65356.47,5,37253.2,16,24,f,81.047,united state of america,Single,36
rec-9135-org,female,lauren,ayres,2614,melbourne,04 4021 1284,5443 2273 8542 7110,45158.73,47,64053.0,97,50,na,75.632,Australia,Married,54
rec-9136-org,male,amber,leaver,2913,sydney,08 7946 5241,6011 9673 6203 1878,44411.45,32,92509.3,102,57,na,81.688,Australia,Married,60
rec-9137-dup-0,,jaiiiie,nguyeb,2603,sydny,,5185 7400 1900 0642,36202.63,8,183781.3,94,28,f,78.213,united state of america,Married,23
rec-9137-dup-1,,zaime,nkuyen,2603,sydney,,5185 7400 1900 0642,36202.63,8,183781.3,4,28,f,78.213,united state of america,Married,23
rec-9137-org,male,jaime,nguyen,2603,sydney,04 6586 4544,5185 7400 1900 0642,36202.63,8,183781.3,94,28,f,78.213,united state of america,Married,23
rec-9138-dup-0,,ela,camppell,261y,perth,02 6310 9849,5579 76294840 7338,45858.96,27,20565.0,37,39,f,82.984,Australia,Married,58
rec-9138-dup-1,female,ela,camppell,2617,peahth,,5579 7629 4840 7338,45858.96,27,20565.0,34,39,f,82.984,Australia,Married,58
rec-9138-dup-2,female,el|a,campell,261y,pdrth,,5579 7629 4840 7338,45858.96,27,20565.0,37,39,f,82.984,Australia,Married,58
rec-9138-org,female,ella,campbell,2617,perth,02 6310 9849,5579 7629 4840 7338,45858.96,27,20565.0,37,39,f,82.984,Australia,Married,58
rec-9139-org,male,jemma,griffen,2602,sydney,03 9132 0638,4486 1957 2407 4060,54827.79,31,28625.7,98,21,m,75.473,united state of america,Single,68
rec-9140-dup-0,male,hyley,rankihe,2601,sydnry,07 6384 0962,4938 34691 8031 5267,42649.70,104,114067.1,0,29,na,71.502,Australia,Married,21
rec-9140-dup-1,,ayley,rankine,2602,zydney,07 6384 0962,4938 34690 8031 5267,42649.70,104,114067.1,70,29,na,71.502,Australia,Married,21
rec-9140-org,male,hayley,rankine,2601,sydney,07 6384 0962,4938 3469 8031 5267,42649.70,104,114067.1,70,29,na,71.502,Australia,Married,21
rec-9141-org,female,courtney,jeffries,2611,perth,03 2681 6644,3587 8029 2491 2581,17286.01,43,39637.4,29,74,na,79.077,Australia,Married,18
rec-9142-org,male,sophie,green,2605,sydney,02 5658 6155,4716 2764 8298 0961,49688.93,111,108683.7,101,41,f,82.281,united state of america,Married,27
rec-9143-org,female,layla,clarke,2606,brisbane,08 4524 4433,4305 9910 8053 3429,54954.52,15,29681.3,66,69,f,83.760,Australia,Married,32
rec-9144-org,female,emiily,white,2905,brisbane,08 0589 8468,4716 0745 9623 8974,62663.33,116,53154.6,45,69,f,73.428,japan,Widowed,33
rec-9145-dup-0,,freia,tolan,2612,jydney,,5366 3300 5242 7992,69142.71,55,83764.7,33,68,na,71.183,Srilanka,Widowed,39
rec-9145-dup-1,male,freia,tolan,2612,sydney,,5366 33005242 7992,69142.71,55,83764.7,337,68,na,71.183,Srilanka,Widowed,39
rec-9145-dup-2,,frya,tolan,2612,sydne7,,5366 3300 5242 7992,69142.71,55,83764.7,33,68,na,71.183,Srilanka,Widowed,39
rec-9145-org,male,freya,dolan,2612,sydney,02 6287 5743,5366 3300 5242 7992,69142.71,55,83764.7,33,68,na,71.183,Srilanka,Widowed,39
rec-9146-org,male,bronte,boxhall,2602,perth,08 1382 5083,4556 1815 6471 1396,48031.81,89,20179.4,86,32,m,81.255,Australia,Divorced,48
rec-9147-dup-0,female,shag,stephenson,2600,peahth,,44869 5424 8915 5925,85382.61,113,27101.0,979,26,f,78.982,united state of america,Single,41
rec-9147-dup-1,,sai,sdephenson,2600,perth,,4486 544 8915 5925,85382.61,113,27101.0,97,26,f,78.982,united state of america,Single,41
rec-9147-org,female,shai,stephenson,2600,perth,07 8826 0728,4486 5424 8915 5925,85382.61,113,27101.0,97,26,f,78.982,united state of america,Single,41
rec-9148-org,male,emiily,green,2905,melbourne,07 2642 4839,4916 2698 8017 2396,34718.19,2,80627.5,91,39,f,83.050,united state of america,Married,55
rec-9149-org,male,pascale,girdler,2602,sydney,08 8175 3151,4916 3508 8290 8415,41218.39,86,72281.7,104,57,f,73.162,united state of america,Married,52
rec-9150-dup-0,male,charjotte,clark,2617,melbourn,,4539 7120 53903 2034,54616.05,38,193364.4,85,59,f,76.852,japan,Widowed,33
rec-9150-org,male,charlotte,clarke,2617,melbourne,07 8797 2284,4539 7120 3903 2034,54616.05,38,193364.4,85,59,f,76.852,japan,Widowed,33
rec-9151-dup-0,,dara,campbell,2611,,,4539 6767 22343 3646,37887.99,106,119180.7,77,19,f,74.405,united state of america,Single,22
rec-9151-dup-1,,tars,campell,2611,sydney,,453 6767 2234 3646,37887.99,106,119180.7,77,19,f,74.405,united state of america,Single,22
rec-9151-dup-2,female,dara,camppell,2611,sydnei,,45396767 2234 3646,37887.99,106,119180.7,77,19,f,74.405,united state of america,Single,22
rec-9151-org,female,tara,campbell,2611,sydney,02 9674 4836,4539 6767 2234 3646,37887.99,106,119180.7,77,19,f,74.405,united state of america,Single,22
rec-9152-dup-0,,kadelin,wesley-smit,2902,brisbane,,5536 8319 8707 04380,29447.76,109,90216.6,79,62,f,73.228,India,Widowed,98
rec-9152-dup-1,female,kate1in,wezley-smith,2902,brksbane,,5536 8319 8707 40380,29447.76,109,90216.6,79,62,f,73.228,India,Widowed,98
rec-9152-org,female,katelin,wesley-smith,2902,brisbane,04 2054 6192,5536 8319 8707 0380,29447.76,109,90216.6,79,62,f,73.228,India,Widowed,98
rec-9153-dup-0,,dori,longman,2996,melpourne,,5472 3979 1300 5904,64477.86,108,11288.8,75,79,f,74.163,Australia,Widowed,32
rec-9153-org,female,tori,longman,2906,melbourne,08 4736 1243,5472 3979 1300 5904,64477.86,108,11288.8,75,79,f,74.163,Australia,Widowed,32
rec-9154-org,male,alessandra,averats,2615,melbourne,07 6096 4189,3522 1438 2531 4025,51973.50,78,66411.4,82,60,na,67.926,Australia,Widowed,88
rec-9155-org,female,sascha,ryan,2913,melbourne,02 7628 9158,4916 6367 9139 1218,66092.36,93,50282.9,55,50,f,72.175,India,Married,67
rec-9156-org,male,sarah,matthews,2614,canberra,03 5471 5085,5530 4023 3128 7116,63274.21,114,25671.2,34,65,m,74.375,united state of america,Widowed,45
rec-9157-dup-0,male,renea,cowel,2913,melbouene,04 6253 4173,4916 8882 661 7501,69501.61,21,109773.9,2,22,f,78.446,Australia,Divorced,41
rec-9157-dup-1,,reni,coell,2913,melbourne,,4916 8882 06671 7501,69501.61,21,109773.9,27,22,f,78.446,Australia,Divorced,41
rec-9157-org,male,renee,cowell,2913,melbourne,04 6253 4173,4916 8882 0661 7501,69501.61,21,109773.9,27,22,f,78.446,Australia,Divorced,41
rec-9158-org,male,libby,schuster,2914,perth,03 5720 9721,3536 3369 1901 2901,48663.99,57,84647.0,67,60,f,72.597,Australia,Divorced,71
rec-9159-org,male,jaime,charman,2604,canberra,04 4912 6398,6011 1400 1497 2846,44874.45,26,12758.8,96,87,na,71.206,India,Married,23
rec-9160-org,male,maya,reece,2618,melbourne,02 5050 2033,4024 0071 9816 4989,27104.82,93,34655.8,96,71,m,74.126,united state of america,Married,72
rec-9161-dup-0,,lili,lukock,2621,brisbane,,4716 2028 8612 3917,72711.21,20,44261.3,52,53,f,72.961,Australia,Married,66
rec-9161-org,female,lily,lucock,2611,brisbane,07 9309 3435,4716 2028 8612 3917,72711.21,20,44261.3,52,53,f,72.961,Australia,Married,66
rec-9162-dup-0,female,sarab,ckingsley,2614,sytney,,5133 67620 8288 0166,93567.35,29,68316.9,91,26,na,80.457,united state of america,Single,26
rec-9162-org,female,sarah,kingsley,2614,sydney,03 2044 5536,5133 6762 8288 0166,93567.35,29,68316.9,91,26,na,80.457,united state of america,Single,26
rec-9163-org,male,jemima,athans,2913,melbourne,08 8481 2835,4539 6649 5346 5692,57046.71,80,16676.8,73,73,f,75.814,united state of america,Widowed,30
rec-9164-org,male,kiria,coleman,2617,melbourne,03 7474 0260,5114 0781 1559 6668,68332.82,46,87973.2,15,49,na,76.909,Australia,Married,73
rec-9165-org,male,alexandra,badman,2605,melbourne,08 8866 4626,4532 1164 9622 7508,38622.40,117,111338.8,24,81,na,79.900,japan,Married,35
rec-9166-org,male,leah,gunnell,2902,sydney,08 7502 5945,5192 3092 2250 9806,43505.46,82,106341.4,85,70,na,76.156,Australia,Widowed,62
rec-9167-dup-0,,mikavla,walkkey,2605,sydhey,,5367 6380 9514 0029,44261.66,104,108190.1,40,36,na,77.851,Australia,Divorced,56
rec-9167-org,female,mikayla,walkley,2605,sydney,03 7370 1347,5367 6380 9514 0029,44261.66,104,108190.1,40,36,na,77.851,Australia,Divorced,56
rec-9168-org,male,giaan,britten,2611,melbourne,02 0875 6178,4486 1256 2370 2404,60029.31,61,68771.1,28,74,na,71.525,japan,Widowed,23
rec-9169-org,female,hannah,slape,2612,sydney,08 0608 7575,5351 2938 7760 8708,55547.26,112,85590.7,41,51,na,71.045,japan,Divorced,72
rec-9170-dup-0,male,esthwr,babic,missing,stydney,,4821 6269 8266 2919,31934.16,0,57100.8,326,40,m,79.184,India,Married,2
rec-9170-org,male,esther,babic,2902,sydney,07 2552 3906,4821 6269 8266 2919,31934.16,0,57100.8,26,40,m,79.184,India,Married,2
rec-9171-org,male,alana,kelley,2905,sydney,08 9373 5036,3564 9173 7554 5040,52485.04,8,165181.8,65,36,f,70.089,Australia,Married,19
rec-9172-org,male,ebony,longo,2902,melbourne,04 9638 5894,3521 9557 6540 9478,63383.66,40,38209.6,20,40,na,78.030,Australia,Married,76
rec-9173-org,female,hannah,haskayne,2611,sydney,07 6918 5133,6011 5617 9474 4040,55232.05,89,82748.3,66,31,f,70.031,Australia,Single,26
rec-9174-org,male,alexandra,watkin,2904,sydney,03 0192 1606,4024 0071 3995 0686,55507.46,8,52983.8,44,57,m,76.601,Australia,Married,58
rec-9175-dup-0,,abby,maynsrd,26o7,sydney,07 7897 2430,3539 0752 4268 0953,87000.71,109,31736.9,845,37,f,70.557,united state of america,Married,21
rec-9175-dup-1,male,apey,maynart,2607,sydnei,,3539 075 4268 0953,87000.71,109,31736.9,85,37,f,70.557,united state of america,Married,21
rec-9175-dup-2,,apey,maynaahd,2607,sydney,,3539 075 2 4268 0953,87000.71,109,31736.9,85,37,f,70.557,united state of america,Married,21
rec-9175-org,male,abbey,maynard,2607,sydney,07 7897 2430,3539 0752 4268 0953,87000.71,109,31736.9,85,37,f,70.557,united state of america,Married,21
rec-9176-dup-0,,dejtynii,whiteley,missing,perdh,07 1170 5300,4556 2948 82896 6167,67233.42,8,11489.0,19,33,f,72.253,India,Divorced,63
rec-9176-org,male,destynii,whiteley,2906,perth,07 1170 5300,4556 2948 2896 6167,67233.42,8,11489.0,19,33,f,72.253,India,Divorced,63
rec-9177-dup-0,,clodia,wang,29p4,kanberra,,4024 0071 3631 6345,6090.99,116,49445.0,17,57,f,74.078,united state of america,Married,73
rec-9177-org,male,claudia,wang,2904,canberra,03 7925 6567,4024 0071 3631 6345,6090.99,116,49445.0,17,57,f,74.078,united state of america,Married,73
rec-9178-dup-0,male,jamila,nkuyen,261r,pert,03 0180 4301,5519 7075 204 7482,41819.11,90,34657.8,36,39,f,73.278,Australia,Seperated,3
rec-9178-dup-1,,amilla,nguven,2615,perth,03 0180 4301,5519 7075 2014 37482,41819.11,90,34657.8,46,39,f,73.278,Australia,Seperated,3
rec-9178-org,male,jamilla,nguyen,2615,perth,03 0180 4301,5519 7075 2014 7482,41819.11,90,34657.8,36,39,f,73.278,Australia,Seperated,3
rec-9179-dup-0,male,lyna,kappelluti,260u,melbourne,,5105 1211 073 2161,90174.36,89,44066.8,30,19,m,79.601,Australia,Single,19
rec-9179-dup-1,,lyna,cappelluty,2607,melborne,,5105 1211 0973 2161,90174.36,89,44066.8,30,19,m,79.601,Australia,Single,19
rec-9179-org,male,lynae,cappelluti,2607,melbourne,02 6323 8929,5105 1211 0973 2161,90174.36,89,44066.8,30,19,m,79.601,Australia,Single,19
rec-9180-org,male,sara-louise,rabbitt,2602,perth,03 3538 9204,4916 0260 8138 6609,21669.41,103,38168.5,12,40,na,78.057,Srilanka,Married,67
rec-9181-org,female,breeanne,turco,2612,brisbane,02 2564 9320,5109 7449 2756 3678,43372.95,95,107673.4,46,54,f,80.203,Australia,Married,38
rec-9182-org,female,imogen,gielen,2904,brisbane,08 8975 7790,5189 4930 6639 6465,52612.85,67,134887.7,86,53,f,72.494,Australia,Married,59
rec-9183-dup-0,,alnaa,ferrett'l,2614,melbourn,02 7105 5847,4532 2721 961 2293,65799.57,111,13219.2,54,43,f,80.790,Australia,Married,57
rec-9183-org,female,alana,ferretti,2614,melbourne,02 7105 5847,4532 2721 9261 2293,65799.57,111,13219.2,54,43,f,80.790,Australia,Married,57
rec-9184-dup-0,,rakhel,reit,2905,melbourne,,5568 0680 1712 12666,9440.76,4,50456.2,39,55,f,79.136,Australia,Divorced,24
rec-9184-dup-1,male,racel,reid,2005,melbiurne,,5568 0680 1712 1666,9440.76,4,50456.2,29,55,f,79.136,Australia,Divorced,24
rec-9184-dup-2,,raxel,rid,2904,melbourn,02 9613 5816,5568 0680 1712 1666,9440.76,4,50456.2,39,55,f,79.136,Australia,Divorced,24
rec-9184-org,male,rachel,reid,2905,melbourne,02 9613 5816,5568 0680 1712 1666,9440.76,4,50456.2,39,55,f,79.136,Australia,Divorced,24
rec-9185-dup-0,,amy,pitmead,2614,brisbane,,4556 3757 98579 1717,36243.44,63,55716.2,40,23,m,74.114,Australia,Married,36
rec-9185-dup-1,,ami,bitmead,2615,brisbzne,,45560 3757 9879 1717,36243.44,63,55716.2,40,23,m,74.114,Australia,Married,36
rec-9185-dup-2,female,ami,bidmead,2616,brisbane,,4556 93757 9879 1717,36243.44,63,55716.2,40,23,m,74.114,Australia,Married,36
rec-9185-org,female,amy,bitmead,2615,brisbane,08 6844 6571,4556 3757 9879 1717,36243.44,63,55716.2,40,23,m,74.114,Australia,Married,36
rec-9186-dup-0,female,lbia,steis,260y,jydney,,5459 7675 7820 6707,38978.71,103,142974.0,83,43,f,79.264,united state of america,Divorced,32
rec-9186-org,female,lia,seis,2606,sydney,08 6327 3345,5459 7675 7820 6707,38978.71,103,142974.0,83,43,f,79.264,united state of america,Divorced,32
rec-9187-org,male,aliza,reid,2904,perth,03 9574 1050,5163 9137 5487 8490,18299.62,99,209293.3,75,115,f,81.145,India,Married,47
rec-9188-org,female,holly,white,2614,perth,07 3534 8863,4539 1268 5748 1811,47511.34,113,37733.2,15,29,m,69.233,Australia,Married,74
rec-9189-dup-0,,rupy,nanoz,2914,melbourne,03 1633 6084,4700 333 2640 8039,65588.44,26,81795.3,43,25,m,76.065,united state of america,Married,7
rec-9189-org,male,ruby,nanos,2913,melbourne,03 1633 6084,4700 3330 2640 8039,65588.44,26,81795.3,43,25,m,76.065,united state of america,Married,7
rec-9190-dup-0,,maryanne,gladman,2923,perrh,04 4331 0176,3572 02369 4137 8115,67353.51,4,29120.3,37,18,na,75.967,Australia,Single,62
rec-9190-dup-1,male,mariann,glwdman,2013,perth,,3572 0369 4 137 8115,67353.51,4,29120.3,37,18,na,75.967,Australia,Single,62
rec-9190-org,male,marianne,gladman,2913,perth,04 4331 0176,3572 0369 4137 8115,67353.51,4,29120.3,37,18,na,75.967,Australia,Single,62
rec-9191-org,male,kiara,dakin,2902,melbourne,03 3700 5377,5561 6635 2324 0278,32818.96,64,56284.6,65,43,m,78.168,India,Married,17
rec-9192-dup-0,male,keziah,riean,2617,melboirne,,4024 0071 35897 4547,25091.03,18,147583.6,68,46,f,77.823,united state of america,Married,60
rec-9192-org,male,keziah,ryan,2617,melbourne,03 0956 3689,4024 0071 3897 4547,25091.03,18,147583.6,86,46,f,77.823,united state of america,Married,60
rec-9193-dup-0,female,aliza,mccardhy,2906,sydney,,13521 3338 1973 6819,62908.54,58,94413.3,79,31,m,75.036,united state of america,Single,87
rec-9193-org,female,alisa,mccarthy,2906,sydney,08 3669 0049,3521 3338 1973 6819,62908.54,58,94413.3,97,31,m,75.036,united state of america,Single,87
rec-9194-org,female,annalise,hanna,2606,brisbane,04 5398 7759,4532 1520 8604 4144,62245.82,87,88716.0,85,58,f,69.945,united state of america,Married,37
rec-9195-org,female,roberta,denning,2615,perth,02 9469 2350,5397 4101 9726 7611,40771.15,76,43381.8,81,74,f,77.542,Australia,Married,48
rec-9196-dup-0,female,empma,sdephenson,2616,canberraf,,6011 6318 5572 2654,37673.35,12,104511.0,103,67,f,73.635,united state of america,Divorced,59
rec-9196-org,female,emma,stephenson,2615,canberra,02 3123 8985,6011 6318 5572 2654,37673.35,12,104511.0,103,67,f,73.635,united state of america,Divorced,59
rec-9197-dup-0,female,broocke,mcgre9or,26q5,perth,,4556 76380 7248 8955,63115.50,50,57676.5,69,40,m,70.859,Australia,Married,7
rec-9197-dup-1,female,brook,mcgregor,2625,pertg,,4556 7638 7248 8955,63115.50,50,57676.5,9,40,m,70.859,Australia,Married,7
rec-9197-org,female,brooke,mcgregor,2615,perth,07 8088 6054,4556 7638 7248 8955,63115.50,50,57676.5,69,40,m,70.859,Australia,Married,7
rec-9198-dup-0,,isabella,riean,2903,petth,,6011 868 3581 1181,468.05,59,21234.9,90,72,m,76.372,japan,Widowed,17
rec-9198-dup-1,female,isab4lla,riean,2904,per6h,,6011 8668 3581 1181,468.05,59,21234.9,90,72,m,76.372,japan,Widowed,17
rec-9198-dup-2,,isapella,riean,2903,,,6011 8668 3581 1181,468.05,59,21234.9,90,72,m,76.372,japan,Widowed,17
rec-9198-org,female,isabella,ryan,2903,perth,08 7691 5914,6011 8668 3581 1181,468.05,59,21234.9,90,72,m,76.372,japan,Widowed,17
rec-9199-dup-0,female,iamond,ozhylovski,26q5,brisbane,,4024 0071 509 8912,53487.22,41,107129.4,793,72,f,72.192,united state of america,Widowed,46
rec-9199-org,female,diamond,ozhylovski,2615,brisbane,04 2205 6605,4024 0071 5049 8912,53487.22,41,107129.4,79,72,f,72.192,united state of america,Widowed,46
rec-9200-dup-0,female,ambeah,verko,missing,sydney,,3525 8213 11142 4777,3673.60,100,43574.3,12,27,na,77.985,India,Single,1
rec-9200-org,female,amber,verco,2607,sydney,02 1491 1954,3525 8213 1114 4777,3673.60,100,43574.3,12,27,na,77.985,India,Single,1
rec-9201-org,male,jessica,allcroft,2607,sydney,04 0596 5045,3545 9585 8626 0114,40245.96,117,96053.2,60,53,na,77.183,united state of america,Divorced,36
rec-9202-dup-0,male,mya,thorp,2601,sydney,,47716 7624 8078 7490,58383.08,40,87105.6,66,38,m,74.957,japan,Married,21
rec-9202-dup-1,male,mya,thorp,2692,zydney,,4716 7624 8078 7490,58383.08,40,87105.6,66,38,m,74.957,japan,Married,21
rec-9202-org,male,mia,thorpe,2602,sydney,04 7518 7945,4716 7624 8078 7490,58383.08,40,87105.6,66,38,m,74.957,japan,Married,21
rec-9203-org,female,lushia,ryan,2615,sydney,07 2182 9051,6011 2834 8952 2603,47315.00,36,68585.4,101,44,m,73.819,Australia,Married,39
rec-9204-dup-0,male,loren,grierson,290r,jydney,,4532 9600 37631 6605,54231.00,42,34720.7,75,47,m,77.069,united state of america,Married,39
rec-9204-dup-1,male,loren,gahierson,2904,sydney,,4532 9600 3731 66505,54231.00,42,34720.7,75,47,m,77.069,united state of america,Married,39
rec-9204-dup-2,,loren,griersom,2905,sydnsy,04 0366 2552,4532 9600 3731 6605,54231.00,42,34720.7,775,47,m,77.069,united state of america,Married,39
rec-9204-org,male,lauren,grierson,2905,sydney,04 0366 2552,4532 9600 3731 6605,54231.00,42,34720.7,75,47,m,77.069,united state of america,Married,39
rec-9205-dup-0,,jophie,lipskombe,missing,melbourne,,4539 5139 7763 0759,58240.97,21,98861.1,66,41,m,77.670,united state of america,Married,16
rec-9205-dup-1,male,sophi,lipskombe,2694,melbourne,,4539 5139 7763 0759,58240.97,21,98861.1,266,41,m,77.670,united state of america,Married,16
rec-9205-dup-2,,sopie,lipskombe,2604,melbouahne,07 0254 7625,4539 5139 57763 0759,58240.97,21,98861.1,66,41,m,77.670,united state of america,Married,16
rec-9205-org,male,sophie,lipscombe,2604,melbourne,07 0254 7625,4539 5139 7763 0759,58240.97,21,98861.1,66,41,m,77.670,united state of america,Married,16
rec-9206-dup-0,,alystsa,hingsdon,2607,brisbane,,5462 6808 1567 44436,32826.14,30,52748.9,29,34,m,72.822,japan,Single,38
rec-9206-org,female,alyssa,hingston,2607,brisbane,08 4017 6225,5462 6808 1567 4436,32826.14,30,52748.9,29,34,m,72.822,japan,Single,38
rec-9207-dup-0,male,laristsa,klarke,261q,sydney,,4716 9728 7842 4032,40532.40,28,92628.0,80,30,f,73.024,Australia,Married,69
rec-9207-dup-1,,larizsa,clarke,2621,sydney,,4716 97285 7842 4032,40532.40,28,92628.0,81,30,f,73.024,Australia,Married,69
rec-9207-org,male,larissa,clarke,2611,sydney,07 0307 9317,4716 9728 7842 4032,40532.40,28,92628.0,81,30,f,73.024,Australia,Married,69
rec-9208-dup-0,,ol'lvia,leslje,2906,sydney,,4556 9578 4159 5557,25774.13,111,96266.2,44,32,na,82.418,Australia,Single,32
rec-9208-dup-1,female,olivya,lesli,2904,sytney,03 0510 6171,4556 978 4159 5557,25774.13,111,96266.2,44,32,na,82.418,Australia,Single,32
rec-9208-dup-2,female,livia,lesli,29p5,stydney,,4556 9578 4159 5557,25774.13,111,96266.2,44,32,na,82.418,Australia,Single,32
rec-9208-org,female,olivia,leslie,2905,sydney,03 0510 6171,4556 9578 4159 5557,25774.13,111,96266.2,44,32,na,82.418,Australia,Single,32
rec-9209-org,male,bethany,manfield,2602,melbourne,07 6837 6928,5485 7752 1738 9287,75677.33,35,81253.0,94,44,m,71.922,India,Divorced,12
rec-9210-dup-0,,jazmyn,carmody,2905,briwbane,,4929 8953 64431 7803,38526.60,9,84556.8,31,50,na,69.842,Australia,Married,43
rec-9210-dup-1,,jasmyn,karmody,290r,bristbane,,4929 8953 6431 7803,38526.60,9,84556.8,31,50,na,69.842,Australia,Married,43
rec-9210-dup-2,,jajmyn,karmody,2905,brisbane,,4929 8953 6431 77803,38526.60,9,84556.8,31,50,na,69.842,Australia,Married,43
rec-9210-org,female,jasmyn,carmody,2905,brisbane,07 8059 0164,4929 8953 6431 7803,38526.60,9,84556.8,31,50,na,69.842,Australia,Married,43
